Date,NAV,NAVex,DEQia,DEQexa
28.02.2013 00:00,4490000,1807404.359,0.402539946,0
01.03.2013 00:00,4518126.359,1801772.487,0.398787538,-0.311599988
04.03.2013 00:00,4512494.487,1821096.804,0.403567652,0.757575103
05.03.2013 00:00,4531818.804,1913823.132,0.422307955,1.021089076
06.03.2013 00:00,4520784.132,1906706.262,0.421764501,0.66559999
07.03.2013 00:00,4513667.262,1923917.595,0.426242672,1.465945276
08.03.2013 00:00,4540859.595,2272126.406,0.500373631,1.839875438
11.03.2013 00:00,4537532.406,2277964.093,0.502027069,2.101528709
12.03.2013 00:00,4543370.093,2296358.156,0.505430574,2.929744868
13.03.2013 00:00,4561764.156,2314653.469,0.507403143,3.749796346
14.03.2013 00:00,4587871.469,2303055.996,0.501987907,3.072632841
15.03.2013 00:00,4576273.996,2305028.309,0.503691062,3.191797355
18.03.2013 00:00,4578246.309,2305603.028,0.503599604,3.217526458
19.03.2013 00:00,4578821.028,2309625.35,0.504414856,3.397598255
20.03.2013 00:00,4582843.35,2349257.762,0.512620132,3.15112628
21.03.2013 00:00,4576695.762,2346905.332,0.512794701,2.967616054
22.03.2013 00:00,4574343.332,2351967.829,0.514165129,3.189726926
25.03.2013 00:00,4579405.829,2370414.819,0.517624973,4.017491949
26.03.2013 00:00,4597852.819,2467839.444,0.536737373,4.406143037
27.03.2013 00:00,4901304.444,2468808.461,0.503704369,4.374718374
28.03.2013 00:00,4900432.461,2472235.234,0.504493278,4.51959329
29.03.2013 00:00,4903859.234,2460371.095,0.501721395,4.037918327
01.04.2013 00:00,4891995.095,2477861.688,0.506513527,4.777516056
02.04.2013 00:00,4909485.688,2464352.056,0.501957275,4.206255055
03.04.2013 00:00,4895976.056,2464095.578,0.503289957,4.226727478
04.04.2013 00:00,4895719.578,2588743.995,0.528777017,2.002925292
05.04.2013 00:00,4856415.995,2774810.177,0.571369953,2.5424589
08.04.2013 00:00,4897913.177,2961205.198,0.604585073,2.676103176
09.04.2013 00:00,4903079.198,2949865.489,0.601635293,3.754643577
10.04.2013 00:00,4947239.489,2947025.121,0.595690815,3.693843191
11.04.2013 00:00,4892236.121,2973155.855,0.607729427,2.870389625
12.04.2013 00:00,4918366.855,2967823.299,0.603416416,1.224098703
15.04.2013 00:00,4869034.299,2965880.3,0.609131117,1.157828473
16.04.2013 00:00,4867091.3,2969607.347,0.610140054,-0.048770809
17.04.2013 00:00,4859818.347,2960607.916,0.609201354,-0.271298788
18.04.2013 00:00,4851607.916,3019609.852,0.622393628,0.120628088
19.04.2013 00:00,4835237.852,3259227.934,0.674057416,0.7080216
22.04.2013 00:00,4848760.934,3314524.678,0.68358179,2.416655019
23.04.2013 00:00,4904057.678,3351605.044,0.683435078,3.659635897
24.04.2013 00:00,4949034.044,3378189.602,0.682595749,4.435123142
25.04.2013 00:00,4975618.602,3426668.443,0.688691943,4.476940595
26.04.2013 00:00,5030802.443,3436889.196,0.683169183,5.134841162
29.04.2013 00:00,5041023.196,3446555.768,0.683701628,5.429556701
30.04.2013 00:00,5050689.768,3434841.714,0.680073786,5.071225779
01.05.2013 00:00,5038975.714,3470702.888,0.688771505,6.16593106
02.05.2013 00:00,5074836.888,3458953.067,0.681589013,7.106016784
03.05.2013 00:00,5063087.067,3467629.337,0.684884398,7.372261051
06.05.2013 00:00,5071763.337,3464756.874,0.683146402,7.28331762
07.05.2013 00:00,5068890.874,3505672.703,0.691605479,7.060049845
08.05.2013 00:00,5057672.703,3502745.723,0.692560774,6.989154835
09.05.2013 00:00,5054745.723,3479818.142,0.688425953,7.690429666
10.05.2013 00:00,5083203.142,3428274.214,0.674431873,7.786614578
13.05.2013 00:00,5086056.214,3449580.131,0.678242628,8.479883513
14.05.2013 00:00,5106913.131,3529741.538,0.691169293,9.466891377
15.05.2013 00:00,5135202.538,3465842.485,0.674918362,9.157258988
16.05.2013 00:00,5125013.485,3462834.087,0.675673166,10.54538245
17.05.2013 00:00,5166307.087,3478218.475,0.673250431,11.03650418
20.05.2013 00:00,5183956.475,3480689.879,0.671435012,11.11539974
21.05.2013 00:00,5186427.879,3470104.836,0.669074152,10.81021094
22.05.2013 00:00,5223269.836,3485297.793,0.667263592,9.657825065
23.05.2013 00:00,5186472.793,3478686.554,0.670722993,9.484579278
24.05.2013 00:00,5175442.554,3482771.061,0.672941691,9.61313084
27.05.2013 00:00,5183776.061,3526044.157,0.680207655,10.97506345
28.05.2013 00:00,5227049.157,3475878.362,0.664979084,9.553187056
29.05.2013 00:00,5176883.362,3474403.631,0.671138094,9.545575809
30.05.2013 00:00,5175531.631,3441027.662,0.66486458,8.550517837
31.05.2013 00:00,5143161.232,3446372.846,0.670088432,8.71913678
03.06.2013 00:00,5148506.416,3434144.43,0.667017607,8.333379688
04.06.2013 00:00,5136278,3383123.608,0.658672215,6.722191337
05.06.2013 00:00,5091332.878,3729462.377,0.73251199,5.970464775
06.06.2013 00:00,5093605.517,3767709.392,0.739693991,6.924746035
07.06.2013 00:00,5131586.042,3825121.396,0.745407241,7.193291639
10.06.2013 00:00,5141488.396,3769279.315,0.733110536,5.628401057
11.06.2013 00:00,5085372.315,3790254.955,0.745324967,4.837309445
12.06.2013 00:00,5057030.955,3836982.64,0.75874217,5.457077938
13.06.2013 00:00,5079847.64,3828060.551,0.753577828,5.137342863
14.06.2013 00:00,5070301.551,3859447.217,0.761186919,5.999374848
17.06.2013 00:00,5101688.217,3908811.811,0.766180065,6.028692981
18.06.2013 00:00,5101727.811,3973493.745,0.778852556,5.113029004
19.06.2013 00:00,4925379.745,4137057.057,0.839946821,3.020213853
20.06.2013 00:00,4846878.057,4302123.856,0.887607199,2.605087944
21.06.2013 00:00,4966666.856,4110228.477,0.827562749,1.118847906
24.06.2013 00:00,5670408.477,4154371.858,0.732640669,2.204852702
25.06.2013 00:00,5714551.858,4553457.955,0.79681803,3.705223858
26.06.2013 00:00,5776140.955,4595303.701,0.795566406,4.079518912
27.06.2013 00:00,5792149.341,4735349.67,0.817546198,3.547856327
28.06.2013 00:00,5774105.67,4766291.606,0.825459712,4.277183461
01.07.2013 00:00,6303467.606,4766450.657,0.756163267,4.280663201
02.07.2013 00:00,6303626.657,4868153.999,0.772278287,4.132824567
03.07.2013 00:00,6299994.999,4911517.918,0.779606638,5.121497225
04.07.2013 00:00,6342931.918,4915095.579,0.774893321,5.113005785
05.07.2013 00:00,6346345.579,4956947.122,0.7810711,6.037001661
08.07.2013 00:00,6388533.122,5064298.805,0.792716999,7.134210556
09.07.2013 00:00,6441995.805,5063048.455,0.785944078,7.107759657
10.07.2013 00:00,6440745.455,5078377.321,0.788476638,7.503736908
11.07.2013 00:00,6603804.321,5070575.962,0.767826501,7.262835532
12.07.2013 00:00,6595866.962,5121286.722,0.776438753,7.597824792
15.07.2013 00:00,6611587.722,5091977.948,0.770159629,6.982049806
16.07.2013 00:00,6582278.948,5122426.424,0.778214728,7.629491521
17.07.2013 00:00,6611738.424,5202431.193,0.786847703,8.185524127
18.07.2013 00:00,6633274.193,5234802.741,0.789173278,7.859666135
19.07.2013 00:00,6620668.741,5232776.648,0.790369803,7.817919825
22.07.2013 00:00,6618469.648,5012104.201,0.757290502,7.463873802
23.07.2013 00:00,6575931.201,5201889.06,0.7910498,7.834964628
24.07.2013 00:00,6597355.06,5175292.043,0.784449525,7.284236222
25.07.2013 00:00,6569679.043,5162994.668,0.785882329,6.989946966
26.07.2013 00:00,6557678.668,5159823.728,0.786836927,6.911415809
29.07.2013 00:00,6554507.728,5137398.83,0.783796288,6.453652937
30.07.2013 00:00,6532082.83,5121470.892,0.784048676,6.110497457
31.07.2013 00:00,6516154.892,5172270.428,0.793761123,7.224683861
01.08.2013 00:00,6569423.428,4990034.974,0.759584921,7.374916416
02.08.2013 00:00,6588819.974,4991772.066,0.757612453,7.454875611
05.08.2013 00:00,6590557.066,4961663.102,0.752844267,6.758052798
06.08.2013 00:00,6560448.102,4951791.536,0.754794712,6.551023347
07.08.2013 00:00,6647321.536,4808458.3,0.723367792,6.903108521
08.08.2013 00:00,6615919.3,4823080.482,0.729011384,7.109101532
09.08.2013 00:00,6629183.482,4840180.262,0.730132191,7.495613041
12.08.2013 00:00,6648315.262,4874267.517,0.7331583,8.32430424
13.08.2013 00:00,6682402.517,4875520.817,0.729605977,8.376378286
14.08.2013 00:00,6683655.817,4827632.184,0.722304128,7.113343712
15.08.2013 00:00,6626753.184,4991302.176,0.75320478,6.607626286
16.08.2013 00:00,6605013.176,4971801.389,0.752731487,6.146480786
19.08.2013 00:00,6636784.389,5108325.955,0.769698947,5.454779339
20.08.2013 00:00,6601737.955,5090793.49,0.771129288,4.996960253
21.08.2013 00:00,6584205.49,5142012.698,0.780961759,6.17944289
22.08.2013 00:00,6638591.698,5271900.993,0.794129423,6.866835101
23.08.2013 00:00,6672170.993,5271042.793,0.790004153,6.802298054
26.08.2013 00:00,6669635.793,5350000.738,0.802142861,5.073413367
27.08.2013 00:00,6633004.738,5387647.708,0.812248434,5.166457083
28.08.2013 00:00,6637889.708,5415623.757,0.815865282,5.777384913
29.08.2013 00:00,6671391.757,5388251.178,0.807665233,5.148246184
30.08.2013 00:00,6642497.178,5427514.81,0.817089517,5.989034653
02.09.2013 00:00,6682203.81,5427498.151,0.812231759,6.025451762
03.09.2013 00:00,6687714.151,5454264.346,0.815564814,6.700241548
04.09.2013 00:00,6714480.346,5489971.661,0.817631653,7.41062324
05.09.2013 00:00,6758606.661,5504430.971,0.814432803,7.626993926
06.09.2013 00:00,6777924.971,5508807.358,0.812757205,7.850100724
09.09.2013 00:00,6787263.358,5559139.362,0.819054613,8.953157941
10.09.2013 00:00,6843034.002,5558033.444,0.812217715,8.990571574
11.09.2013 00:00,6841928.084,5555081.656,0.811917575,8.896174537
12.09.2013 00:00,6839584.656,5583713.189,0.81638191,9.474987528
13.09.2013 00:00,6866129.819,5586518.416,0.813634254,9.608730461
16.09.2013 00:00,6874246.416,5599995.205,0.814634051,9.920447106
17.09.2013 00:00,6890829.205,5640173.184,0.818504278,10.88297098
18.09.2013 00:00,6940223.184,5545296.31,0.799008355,10.31375597
19.09.2013 00:00,6906096.31,5402734.169,0.78231376,9.525563051
20.09.2013 00:00,7247640.169,5399442.787,0.74499322,9.354470629
23.09.2013 00:00,7160985.787,5401164.319,0.754248714,9.422205141
24.09.2013 00:00,7162707.319,5399775.446,0.753873529,9.323198226
25.09.2013 00:00,7161318.446,5409717.467,0.755408031,9.597142698
26.09.2013 00:00,7173992.467,5378133.713,0.749670945,8.831363816
27.09.2013 00:00,7133998.713,5345901.169,0.7493555,8.050140014
30.09.2013 00:00,7102389.169,5369527.42,0.756017066,8.702308806
01.10.2013 00:00,7126668.42,5450538.008,0.7648087,7.937587458
02.10.2013 00:00,7088529.008,5405152.335,0.762521015,6.884258178
03.10.2013 00:00,7041599.335,5584749.322,0.793108079,7.451152265
04.10.2013 00:00,7066317.322,5566129.561,0.787698784,6.897640517
07.10.2013 00:00,7047697.561,5507179.272,0.781415381,5.602316782
08.10.2013 00:00,6988747.272,5506410.142,0.78789659,5.584883978
09.10.2013 00:00,6991577.142,5698016.907,0.814983056,7.900673241
10.10.2013 00:00,7090274.907,5707808.98,0.805019418,8.198204832
11.10.2013 00:00,6993466.98,5731559.327,0.819559075,8.706375334
14.10.2013 00:00,7526735.327,5759633.652,0.765223354,9.113977049
15.10.2013 00:00,7556204.652,5775287.712,0.764310653,9.649446058
16.10.2013 00:00,7571858.712,5790696.933,0.764765582,10.10605362
17.10.2013 00:00,7583518.933,5829034.973,0.76864514,10.84860745
18.10.2013 00:00,7566320.973,5862937.477,0.774872953,11.51235801
21.10.2013 00:00,7600223.477,5881551.797,0.773865639,11.98917052
22.10.2013 00:00,7615824.797,5883347.147,0.772516084,11.99133749
23.10.2013 00:00,7565964.147,5823461.853,0.769691971,12.72549279
24.10.2013 00:00,7651382.853,5846910.75,0.764163925,13.23715818
25.10.2013 00:00,7674831.75,5862978.577,0.76392275,13.57894406
28.10.2013 00:00,8372990.577,5875206.661,0.701685569,13.91365517
29.10.2013 00:00,8385218.661,5867494.981,0.699742633,13.68603298
30.10.2013 00:00,8381783.981,5871508.227,0.700508178,14.24918053
31.10.2013 00:00,8422107.227,6026997.271,0.715616307,14.4539651
01.11.2013 00:00,8462579.271,6050018.141,0.714914206,14.98432505
04.11.2013 00:00,8423949.141,6427232.644,0.762971444,14.89473335
05.11.2013 00:00,8416177.644,6437949.109,0.76494929,15.56180868
06.11.2013 00:00,8452764.109,6509855.556,0.770145182,15.47628849
07.11.2013 00:00,8464391.556,6530500.545,0.771526282,15.98897654
08.11.2013 00:00,8633575.545,6487043.844,0.75137396,15.5084369
11.11.2013 00:00,8601307.844,6459487.322,0.75098897,14.99085634
12.11.2013 00:00,8572405.322,6299618.757,0.73487178,15.40501936
13.11.2013 00:00,8321757.757,6369336.715,0.765383576,15.84979196
14.11.2013 00:00,8338097.715,6386489.953,0.765940886,16.14781727
15.11.2013 00:00,8355008.953,6376802.158,0.763231038,15.91996006
18.11.2013 00:00,8345321.158,6357784.41,0.761838195,15.56269638
19.11.2013 00:00,8326303.41,6371789.121,0.765260261,15.7744988
20.11.2013 00:00,8340308.121,6383215.101,0.765345238,16.08573959
21.11.2013 00:00,8359327.101,6375415.023,0.76267084,16.02608827
22.11.2013 00:00,8918527.023,6689374.815,0.75005377,16.21640335
25.11.2013 00:00,8919241.815,6639111.881,0.744358323,15.33865227
26.11.2013 00:00,8867556.881,6661015.076,0.751166885,15.76536776
27.11.2013 00:00,8891048.076,6667836.702,0.74994946,15.96849468
28.11.2013 00:00,8623117.702,6671304.48,0.773653418,15.94524759
29.11.2013 00:00,9172501.48,6781030.781,0.739278243,15.36659511
02.12.2013 00:00,11784863.78,6718674.539,0.570110496,13.89223726
03.12.2013 00:00,11722507.54,6703895.607,0.571882388,13.54770439
04.12.2013 00:00,11707728.61,6510852.42,0.556115762,12.246304
05.12.2013 00:00,11513742.42,6553644.933,0.569201976,13.4654072
06.12.2013 00:00,11556657.93,6549764.944,0.566752515,13.52707022
09.12.2013 00:00,11551937.94,7674876.687,0.664380014,12.49866558
10.12.2013 00:00,11682619.69,7614737.197,0.651800487,11.15161358
11.12.2013 00:00,11622480.2,7564987.772,0.650892722,10.17016949
12.12.2013 00:00,11566342.77,7578873.741,0.65525239,10.1819977
13.12.2013 00:00,12790390.74,8958719.978,0.700425824,11.62268755
16.12.2013 00:00,12862144.98,8911667.947,0.692860169,10.85730248
17.12.2013 00:00,12815080.95,8993054.941,0.70175561,12.42887853
18.12.2013 00:00,12896467.94,9096719.258,0.705365167,13.89171281
19.12.2013 00:00,12999854.26,9127602.312,0.702131126,14.46432754
20.12.2013 00:00,13224011.31,9195663.407,0.695376251,15.52941927
23.12.2013 00:00,13488906.41,9238939.701,0.684928742,16.1692973
24.12.2013 00:00,13532182.7,9213812.59,0.68088148,15.85335239
25.12.2013 00:00,13507055.59,9257177.372,0.685358649,16.50798721
26.12.2013 00:00,13552020.37,9310038.727,0.686985296,17.3112521
27.12.2013 00:00,11804734.73,9281006.928,0.786210545,16.92514171
30.12.2013 00:00,13469009.93,9317167.878,0.691748534,17.47538345
31.12.2013 00:00,13505170.88,9324037.956,0.690405034,17.56200459
01.01.2014 00:00,13512040.96,9256244.032,0.685036706,16.39973441
02.01.2014 00:00,13445445.03,9305714.179,0.692109049,17.02968599
03.01.2014 00:00,13495048.18,9252178.661,0.685598046,16.24665027
06.01.2014 00:00,13441372.66,9295251.207,0.691540324,17.04191636
07.01.2014 00:00,13484445.21,9292000.838,0.689090333,17.06827026
08.01.2014 00:00,13481194.84,9229818.238,0.684643932,16.24654598
09.01.2014 00:00,13421261.24,9245440.644,0.688865262,16.52881372
10.01.2014 00:00,13436677.64,9298996.243,0.692060678,16.323442
13.01.2014 00:00,13490599.24,9462170.189,0.70138991,17.56311827
14.01.2014 00:00,13520571.19,9812142.643,0.725719535,18.93161799
15.01.2014 00:00,13610645.64,9699102.895,0.712611521,18.9153041
16.01.2014 00:00,13615847.89,9759492.685,0.716774509,19.41936127
17.01.2014 00:00,13642193.69,9765157.923,0.715805548,19.47294444
20.01.2014 00:00,16529946.92,10055670.56,0.608330481,19.50738982
21.01.2014 00:00,16524273.56,10033491.09,0.607197106,19.26991385
22.01.2014 00:00,16502386.09,10462355.11,0.633990445,17.35386509
23.01.2014 00:00,16368149.11,10250388.97,0.626239956,13.93621078
24.01.2014 00:00,16149951.97,10205039.2,0.631892851,13.25719596
27.01.2014 00:00,15835635.2,10324903.73,0.652004394,13.61022991
28.01.2014 00:00,15855556.73,10430118.3,0.657821007,12.8231041
29.01.2014 00:00,15799271.3,10492052.9,0.664084609,13.64471343
30.01.2014 00:00,15861523.9,10514035.16,0.662864125,13.72433831
31.01.2014 00:00,15883736.16,10715248.67,0.674605053,11.34523719
03.02.2014 00:00,15705814.67,10697682.48,0.681128786,11.292332
04.02.2014 00:00,15714936.48,10685397.69,0.679951695,11.25325477
05.02.2014 00:00,15702651.69,10792918.12,0.687330925,12.88941953
06.02.2014 00:00,15815139.12,10888452.03,0.688482848,14.28775684
07.02.2014 00:00,15910456.03,10906277.59,0.685478629,14.51253905
10.02.2014 00:00,15928145.59,11206938.55,0.703593428,16.43519349
11.02.2014 00:00,16067827.55,11555932.48,0.719196945,17.59574712
12.02.2014 00:00,16163254.48,11501762.58,0.711599424,17.15247739
13.02.2014 00:00,16108059.58,11570503.99,0.718305264,17.98549932
14.02.2014 00:00,16176810.99,11686085.14,0.722397334,18.20464057
17.02.2014 00:00,17990778.14,11710508.59,0.650917292,18.06484028
18.02.2014 00:00,17970825.59,11513163.71,0.640658586,18.29309049
19.02.2014 00:00,18003144.71,11329808.48,0.629323858,18.50863944
20.02.2014 00:00,18005330.48,11330643.99,0.629293864,18.51877875
21.02.2014 00:00,18007547.99,11395564.01,0.632821527,19.43382341
24.02.2014 00:00,18070868.01,11372894.67,0.629349662,19.25463021
25.02.2014 00:00,18050359.67,11373669.69,0.630107649,19.18294614
26.02.2014 00:00,18052196.69,11513620.54,0.637796094,19.46986603
27.02.2014 00:00,18204271.87,11475176.25,0.630356234,19.0795862
28.02.2014 00:00,18164447.14,11606885.41,0.638989192,17.47240467
03.03.2014 00:00,18094749.12,11790398.79,0.651592277,20.14008974
04.03.2014 00:00,18278262.85,11791066.69,0.645086833,20.19268876
05.03.2014 00:00,18278932.67,11738248.82,0.642173645,19.79397326
06.03.2014 00:00,18229202.28,11650016.75,0.639085385,18.54621469
07.03.2014 00:00,18139969.14,11595150.69,0.639204544,17.87359726
10.03.2014 00:00,18089729.31,11571427.58,0.639668366,17.46046077
11.03.2014 00:00,18066007.92,11521231.18,0.637729776,16.80980124
12.03.2014 00:00,18015809.37,11348507.48,0.629919381,14.54956147
13.03.2014 00:00,17844059.8,12557345.39,0.703726928,13.85020401
14.03.2014 00:00,17805126.01,12663319.73,0.711217641,15.24670511
17.03.2014 00:00,19754399.86,12778908.17,0.646889213,16.59272092
18.03.2014 00:00,19869987.84,12743263.87,0.641332243,16.10202648
19.03.2014 00:00,19834345.95,12843142.19,0.647520328,17.20234828
20.03.2014 00:00,19934729.19,12856378.7,0.64492367,17.19229564
21.03.2014 00:00,19948012.23,12811630.74,0.642250997,16.46435385
24.03.2014 00:00,19753851.71,12960401.94,0.656094929,18.16769912
25.03.2014 00:00,19902719.22,13032885.37,0.654829384,18.79477146
26.03.2014 00:00,19978751.03,13060200.19,0.653704537,19.06010272
27.03.2014 00:00,20009614.5,13108712.78,0.655120706,19.98080327
28.03.2014 00:00,20088839.77,13144411,0.654314094,20.53360157
31.03.2014 00:00,20322015.26,12892060.32,0.634388871,21.43295316
01.04.2014 00:00,20388108.69,12933084.65,0.634344502,21.95618546
02.04.2014 00:00,20429134.98,12919027.71,0.632382513,21.82714314
03.04.2014 00:00,20413276.98,12905747.56,0.632223213,21.4182575
04.04.2014 00:00,20400043.87,12783256.72,0.626628884,19.76349689
07.04.2014 00:00,20197535.17,12784627.11,0.632979569,19.81337863
08.04.2014 00:00,20198908.81,12837921.67,0.63557501,20.75226525
09.04.2014 00:00,20252204.02,12674123.1,0.625814508,18.5846133
10.04.2014 00:00,20090290.59,13751063.52,0.684463147,16.93418781
11.04.2014 00:00,19965506.2,13939526.03,0.698180446,18.86018942
14.04.2014 00:00,20092365.58,13913973.88,0.692500533,18.67897267
15.04.2014 00:00,20067019.33,14055828.65,0.700444267,20.33347384
16.04.2014 00:00,20208751.31,14113583.24,0.698389674,20.93627054
17.04.2014 00:00,20266440.98,14118379.53,0.696638326,20.97695327
18.04.2014 00:00,20306249.32,14156955.46,0.697172345,21.39012669
21.04.2014 00:00,20344916.26,14244014.95,0.700126497,22.6495464
22.04.2014 00:00,20431978.2,14174913.24,0.693761177,21.95688304
23.04.2014 00:00,20361190.24,14186312.34,0.69673296,22.07156013
24.04.2014 00:00,20397867.34,14110190.4,0.691748317,21.06097055
25.04.2014 00:00,20320450.4,13920521.68,0.685049859,21.87098198
28.04.2014 00:00,20400493.68,14013850.01,0.686936808,22.97750893
29.04.2014 00:00,20495168.01,13989801.06,0.682590211,22.90634875
30.04.2014 00:00,20476399.06,13965361.84,0.682022351,22.6899992
01.05.2014 00:00,20452238.84,13937747.37,0.681477832,22.39187904
02.05.2014 00:00,20430112.37,13895736.39,0.680159567,22.19181866
05.05.2014 00:00,21400900.39,13873004.64,0.648243971,21.78155374
06.05.2014 00:00,21378168.64,13895890.28,0.650003773,22.31856072
07.05.2014 00:00,21401054.28,13995231.82,0.653950578,23.39474341
08.05.2014 00:00,21520467.82,14045884.1,0.652675593,23.70104586
09.05.2014 00:00,21571800.1,14127456.51,0.654903923,25.01936845
12.05.2014 00:00,21673255.51,14201549.61,0.655256872,25.79707375
13.05.2014 00:00,21747348.61,14178469.35,0.651963124,25.61882993
14.05.2014 00:00,21724268.35,14127332.97,0.6503019,24.88333152
15.05.2014 00:00,21717275.29,14152867.46,0.651687068,25.19270284
16.05.2014 00:00,21744291.46,14174552.63,0.651874661,25.49835254
19.05.2014 00:00,21390906.63,14120897.06,0.66013551,24.88283373
20.05.2014 00:00,21337251.06,14209661.77,0.665955597,26.01651697
21.05.2014 00:00,21426015.77,14243149.48,0.664759591,26.45757293
22.05.2014 00:00,21469287.48,14282223.88,0.66523977,26.82086106
23.05.2014 00:00,21510137.88,14288863.08,0.664285053,27.04499744
26.05.2014 00:00,21572574.35,14331176.76,0.664323902,27.58984201
27.05.2014 00:00,21616570.76,14300306.16,0.661543698,27.33514635
28.05.2014 00:00,21585431.16,14360119.8,0.665269074,28.03610573
29.05.2014 00:00,21647912.8,14345364.82,0.662667341,27.870615
30.05.2014 00:00,21633522.82,14356577.79,0.663626443,28.07028324
02.06.2014 00:00,21649822.79,14306587.97,0.660817786,27.52859669
03.06.2014 00:00,21599038.97,14292379.06,0.661713657,27.47172399
04.06.2014 00:00,21588209.06,14358524.95,0.665109593,28.33919773
05.06.2014 00:00,21656844.95,16447225.59,0.759446984,28.9000026
06.06.2014 00:00,21858660.59,16503514.47,0.755010327,29.34556227
